265.0,332.0,416.0,422.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,422.0,416.0,332.0
265.0,332.0,416.0,521.0,528.0,652.0,652.0,652.0,652.0,652.0,652.0,652.0,652.0,652.0,652.0,652.0,528.0,521.0,416.0,332.0
265.0,332.0,416.0,521.0,652.0,660.0,816.0,816.0,816.0,816.0,816.0,816.0,816.0,816.0,816.0,660.0,652.0,521.0,416.0,332.0
265.0,332.0,416.0,521.0,652.0,816.0,826.0,1020.0,1020.0,1020.0,1020.0,1020.0,1020.0,1020.0,826.0,816.0,652.0,521.0,416.0,332.0
265.0,332.0,416.0,521.0,652.0,816.0,1020.0,1033.0,1276.0,1276.0,1276.0,1276.0,1276.0,1033.0,1020.0,816.0,652.0,521.0,416.0,332.0
265.0,332.0,416.0,521.0,652.0,816.0,1020.0,1276.0,1292.0,1596.0,1596.0,1596.0,1292.0,1276.0,1020.0,816.0,652.0,521.0,416.0,332.0
265.0,332.0,416.0,521.0,652.0,816.0,1020.0,1276.0,1596.0,1615.0,1996.0,1615.0,1596.0,1276.0,1020.0,816.0,652.0,521.0,416.0,332.0
265.0,332.0,416.0,521.0,652.0,816.0,1020.0,1276.0,1596.0,1996.0,2496.0,1996.0,1596.0,1276.0,1020.0,816.0,652.0,521.0,416.0,332.0
265.0,332.0,416.0,521.0,652.0,816.0,1020.0,1276.0,1596.0,1615.0,1996.0,1615.0,1596.0,1276.0,1020.0,816.0,652.0,521.0,416.0,332.0
265.0,332.0,416.0,521.0,652.0,816.0,1020.0,1276.0,1292.0,1596.0,1596.0,1596.0,1292.0,1276.0,1020.0,816.0,652.0,521.0,416.0,332.0
265.0,332.0,416.0,521.0,652.0,816.0,1020.0,1033.0,1276.0,1276.0,1276.0,1276.0,1276.0,1033.0,1020.0,816.0,652.0,521.0,416.0,332.0
265.0,332.0,416.0,521.0,652.0,816.0,826.0,1020.0,1020.0,1020.0,1020.0,1020.0,1020.0,1020.0,826.0,816.0,652.0,521.0,416.0,332.0
265.0,332.0,416.0,521.0,652.0,660.0,816.0,816.0,816.0,816.0,816.0,816.0,816.0,816.0,816.0,660.0,652.0,521.0,416.0,332.0
265.0,332.0,416.0,521.0,528.0,652.0,652.0,652.0,652.0,652.0,652.0,652.0,652.0,652.0,652.0,652.0,528.0,521.0,416.0,332.0
265.0,332.0,416.0,422.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,521.0,422.0,416.0,332.0
