246.0,262.0,265.0,269.0,274.0,274.0,274.0,274.0,246.0,327.0,347.0,372.0,403.0,403.0,403.0,403.0,246.0,719.0,837.0,837.0,837.0,837.0,837.0,837.0,246.0
246.0,262.0,265.0,269.0,274.0,280.0,280.0,280.0,246.0,327.0,347.0,372.0,403.0,442.0,442.0,442.0,246.0,719.0,837.0,984.0,984.0,984.0,984.0,984.0,246.0
246.0,262.0,265.0,269.0,274.0,280.0,288.0,288.0,246.0,327.0,347.0,372.0,403.0,442.0,490.0,490.0,246.0,719.0,837.0,984.0,1168.0,1168.0,1168.0,1168.0,246.0
209.0,262.0,265.0,269.0,274.0,280.0,288.0,298.0,311.0,327.0,347.0,372.0,403.0,442.0,490.0,550.0,625.0,719.0,837.0,984.0,1168.0,1398.0,1398.0,1398.0,1398.0
209.0,262.0,265.0,269.0,274.0,280.0,288.0,298.0,311.0,327.0,347.0,372.0,403.0,442.0,490.0,550.0,625.0,719.0,837.0,984.0,1168.0,1398.0,1686.0,1686.0,1686.0
209.0,262.0,265.0,269.0,274.0,280.0,288.0,298.0,311.0,327.0,347.0,372.0,403.0,442.0,490.0,550.0,625.0,719.0,837.0,984.0,1168.0,1398.0,1686.0,2046.0,2046.0
209.0,262.0,265.0,269.0,274.0,280.0,288.0,298.0,311.0,327.0,347.0,372.0,403.0,442.0,490.0,550.0,625.0,719.0,837.0,984.0,1168.0,1398.0,1686.0,2046.0,2496.0
209.0,262.0,265.0,269.0,274.0,280.0,288.0,298.0,311.0,327.0,347.0,372.0,403.0,442.0,490.0,550.0,625.0,719.0,837.0,984.0,1168.0,1398.0,1686.0,2046.0,2496.0
209.0,262.0,265.0,269.0,274.0,280.0,288.0,298.0,311.0,327.0,347.0,372.0,403.0,442.0,490.0,550.0,625.0,719.0,837.0,984.0,1168.0,1398.0,1686.0,2046.0,2496.0
209.0,262.0,265.0,269.0,274.0,280.0,288.0,298.0,311.0,327.0,347.0,372.0,403.0,442.0,490.0,550.0,625.0,719.0,837.0,984.0,1168.0,1398.0,1686.0,2046.0,2046.0
209.0,262.0,265.0,269.0,274.0,280.0,288.0,298.0,311.0,327.0,347.0,372.0,403.0,442.0,490.0,550.0,625.0,719.0,837.0,984.0,1168.0,1398.0,1686.0,1686.0,1686.0
209.0,262.0,265.0,269.0,274.0,280.0,288.0,298.0,311.0,327.0,347.0,372.0,403.0,442.0,490.0,550.0,625.0,719.0,837.0,984.0,1168.0,1398.0,1398.0,1398.0,1398.0
246.0,262.0,265.0,269.0,274.0,280.0,288.0,288.0,246.0,327.0,347.0,372.0,403.0,442.0,490.0,490.0,246.0,719.0,837.0,984.0,1168.0,1168.0,1168.0,1168.0,246.0
246.0,262.0,265.0,269.0,274.0,280.0,280.0,280.0,246.0,327.0,347.0,372.0,403.0,442.0,442.0,442.0,246.0,719.0,837.0,984.0,984.0,984.0,984.0,984.0,246.0
246.0,262.0,265.0,269.0,274.0,274.0,274.0,274.0,246.0,327.0,347.0,372.0,403.0,403.0,403.0,403.0,246.0,719.0,837.0,837.0,837.0,837.0,837.0,837.0,246.0
